Book name,Author,Publisher,Discounted price,Price without any discount,"Discount, %",Stock availability 
Изучаем программирование на Python,Бэрри Пол,Эксмо:Мировой компьютерный бестселлер,1349,1730,22,На складе
Семь баз данных за семь недель. Введение в современные базы данных и идеологию NoSQL,"Редмонд Эрик, Уилсон Джим Р.",ДМК-Пресс,1264,1806,30,На складе
Математическое программирование. Учебное пособие,Карманов Владимир Георгиевич,Физматлит,548,783,30,Ограничено
jQuery в действии,Бибо Беэр и др.,Питер:Для профессионалов,1120,1436,22,На складе
Шаблоны проектирования Node.JS,"Касиаро Марио, Маммино Лучано",ДМК-Пресс,1534,2192,30,На складе
Разработка современных веб-приложений. Анализ предметных областей и технологий,Эспозито Дино,Вильямс,3025,4322,30,На складе
Vulkan. Руководство разработчика,"Селлерс Грехем, Кессенич Джон",ДМК-Пресс,1715,2450,30,На складе
Введение в машинное обучение с помощью Python. Руководство для специалистов по работе с данными,"Мюллер Адреас П., Гвидо Сара",Вильямс,3630,5186,30,На складе
Среда динамического моделирования технических систем SimInTech,Карташов Борис Александрович и др.,ДМК-Пресс,1264,1806,30,На складе
"Алгоритмы. Справочник с примерами на C, C++, Java и Python",Хайнеман Джордж и др.,Вильямс,2419,3456,30,На складе
Изучаем JavaScript. Руководство по созданию современных веб-сайтов,Браун Этан,Вильямс,1814,2592,30,Ограничено
Легкий способ выучить Python,Шоу Зед А.,Бомбора:Мировой компьютерный бестселлер,660,846,22,Ограничено
Изучаем OpenCV 3,"Кэлер Адриан, Брэдски Гэри",ДМК-Пресс,3251,4644,30,На складе
Семь языков за семь недель. Практическое руководство по изучению языков программирования,Тейт Брюс,ДМК-Пресс,1172,1674,30,На складе
Flash MX для профессиональных программистов. Учебное пособие,Капустин Михаил Анатольевич и др.,Просвещение/Бином:Основы информационных технологий,402,574,30,На складе
Программирование на Java для начинающих,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,884,1133,22,На складе
Javascript и jQuery. Интерактивная веб-разработка,Дакетт Джон,Эксмо:Мировой компьютерный бестселлер,1856,2380,22,На складе
Предметно - ориентированное проектирование. Самое основное,Вернон Вон,Вильямс,1814,2592,30,На складе
Введение в Elixir. Введение в функциональное программирование,"Сенлорен Симон, Эйзенберг Дэвид",ДМК-Пресс,1264,1806,30,На складе
Моделирование аукционов,Демешев Борис Борисович,ДМК-Пресс,638,911,30,На складе
Как самому написать мобильную 2D-игру,Язев Юрий Евгеньевич,Солон-пресс:Библиотека профессионала,995,1421,30,Ограничено
Python и машинное обучение,Рашка Себастьян,ДМК-Пресс,2348,3354,30,На складе
Проектирование пользовательского интерфейса Android,Клифтон Ян,ДМК-Пресс,1806,2580,30,На складе
Программирование на C в примерах и задачах,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,969,1242,22,На складе
"Прикладная криптография. Протоколы, алгоритмы и исходный код на C",Шнайер Брюс,Диалектика,6721,9602,30,На складе
ASP.NET Core MVC с примерами на C# для профессионалов,Фримен Адам,Диалектика,4235,6050,30,На складе
"Стек, или Путешествие туда и обратно",Вторников Алексей Анатольевич,ДМК-Пресс,462,660,30,На складе
Программирование на Visual Basic для начинающих,МакГрат Майк,Эксмо-Пресс:Программирование для начинающих (обложка),560,718,22,На складе
Реактивное программирование с использованием RxJava,"Нуркевич Томаш, Кристенсен Бен",ДМК-Пресс,1534,2192,30,На складе
Изучаем PHP 7. Руководство по созданию интерактивных веб-сайтов,Скляр Дэвид,Диалектика,2001,2858,30,Ограничено
Не заставляйте меня думать,Круг Стив,Эксмо-Пресс:Мировой компьютерный бестселлер,740,949,22,На складе
Go на практике,"Батчер Мэтт, Фарина Мэтт",ДМК-Пресс,1445,2064,30,На складе
Использование Docker,Моуэт Эдриен,ДМК-Пресс,1625,2321,30,На складе
Методы разработки математических моделей и вычислительный эксперимент на базе пакета MATLAB,Плохотников Константин Эдуардович,Солон-пресс,1686,2409,30,Ограничено
"Гибкая разработка программ на Java и C++. Принципы, паттерны и методики",Мартин Роберт С.,Диалектика,4840,6914,30,На складе
Цифровая обработка сигналов на языке Python,Дауни Аллен Б.,ДМК-Пресс,725,1035,30,На складе
Эффективная работа с унаследованным кодом,Физерс Майкл К.,Вильямс: ,3335,4764,30,На складе
"Непрерывное развертывание ПО. Автоматизация процессов сборки, тестирования и внедрения новых версий","Хамбл Джез, Фарли Дейвид",Вильямс,3630,5186,30,Ограничено
Программирование на C++ в примерах и задачах,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,683,876,22,На складе
Cassandra. Полное руководство,"Карпентер Джефф, Хьюитт Эбен",ДМК-Пресс,1354,1934,30,На складе
Изучаем Angular 2,Дилеман Пабло,ДМК-Пресс,1264,1806,30,На складе
Разработка обслуживаемых программ на языке C#,Виссер Джуст,ДМК-Пресс,813,1161,30,Ограничено
Разработка обслуживаемых программ на языке Java,Виссер Джуст,ДМК-Пресс,813,1161,30,Ограничено
10 практических устройств на AVR-микроконтроллерах. Книга 1 (+CD),Кравченко Алексей Владимирович,Корона-Принт,386,551,30,На складе
XBRL для чайников,"Хоффман Чарльз, Уотсон Лив","Диалектика:Для ""чайников""",1814,2592,30,На складе
Разработка геоприложений на языке Python,Вестра Эрик,ДМК-Пресс,1534,2192,30,На складе
Инженерия требований,Халл Элизабет и др.,ДМК-Пресс,1264,1806,30,На складе
Программирование PIC - микроконтроллеров на PicBasic,Хелибайк Чак,Додека XXI век:Программируемые системы,813,1161,30,На складе
Введение в современные САПР. Курс лекций,Малюх Владимир Николаевич,ДМК-Пресс:САПР от А до Я,638,911,30,На складе
Функциональное программирование на F#,Сошников Дмитрий Валерьевич,ДМК-Пресс,638,911,30,На складе
Скользкие места С++. Как избежать проблем  при проектировании и компиляции ваших программ,Дьюхэрст Стефан К.,ДМК-Пресс:Профессиональная серия от Addison-Wesley,813,1161,30,Ограничено
Программируем микрокомпьютер NXT в LabVIEW,"Белиовская Лидия Георгиевна, Белиовский Александр Евгеньевич",ДМК-Пресс:Все о LabVIEW,638,911,30,На складе
Dart в действии,Баккет Крис,ДМК-Пресс,1445,2064,30,На складе
MATLAB. Полный самоучитель,Дьяконов Владимир Павлович,ДМК-Пресс,1806,2580,30,На складе
С для программистов с введением в С11,"Дейтел Харви, Дейтел Пол Дж.",ДМК-Пресс,1354,1934,30,На складе
Параллельное и конкурентное программирование на Haskell,Марлоу Саймон,ДМК-Пресс:Функциональное программирование,1445,2064,30,На складе
Практическое использование Common Lisp,Сайбель Питер,ДМК-Пресс:Функциональное программирование,1625,2321,30,На складе
Сбор данных в Интернете на языке R,Храмов Дмитрий Александрович,ДМК-Пресс,1172,1674,30,На складе
Unity 5.x. Программирование искусственного интеллекта в играх,Паласиос Хорхе,ДМК-Пресс,1264,1806,30,На складе
Программирование микроконтроллеров. Стратегия и тактика,Матюшин Андрей Олегович,ДМК-Пресс,1445,2064,30,На складе
Ruby on Rails для начинающих. Изучаем разработку веб-приложений на основе Rails,Хартл Майкл,ДМК-Пресс,1986,2837,30,На складе
Программирование и отладка С/С++ приложений для микроконтроллеров ARM,Магда Юрий Степанович,ДМК-Пресс,638,911,30,На складе
Эффективное использование С++. 55 верных способов улучшить структуру и код ваших программ,Мэйерс Скотт,ДМК-Пресс:Профессиональная серия от Addison-Wesley,902,1289,30,На складе
"Assembler. Для DOS, Windows и Unix",Зубков Сергей Владимирович,ДМК-Пресс:Для программистов,1354,1934,30,На складе
Лямбда-выражения в Java 8. Функциональное программирование - в массы,Уорбэртон Ричард,ДМК-Пресс:Функциональное программирование,725,1035,30,На складе
Системная инженерия. Принципы и практика,Косяков Александр и др.,ДМК-Пресс,1806,2580,30,На складе
PHP 7,"Котеров Дмитрий Владимирович, Симдянов Игорь Вячеславович",BHV:В подлиннике,1401,2001,30,На складе
Оптимизация приложений на платформе .Net,Голдштейн Саша и др.,ДМК-Пресс,1625,2321,30,На складе
Интерфейс. Основы проектирования взаимодействия,Купер Алан и др.,Питер:Для профессионалов,1714,2197,22,На складе
Аналоговые интерфейсы микроконтроллеров,Болл Стюарт Р.,Додека XXI век:Программируемые системы,1083,1547,30,На складе
Практическое использование Vim,Нейл Дрю,ДМК-Пресс,1264,1806,30,На складе
Анализ сетей (графов) в среде R. Руководство пользователя,Люк Дуглас А.,ДМК-Пресс,1625,2321,30,На складе
Основы проектирования в Autodesk Inventor 2016,Зиновьев Дмитрий Валериевич,ДМК-Пресс,725,1035,30,На складе
Bootstrap в примерах,Морето Сильвио,ДМК-Пресс,1264,1806,30,На складе
Изучай Haskell во имя добра!,Липовача Миран,ДМК-Пресс,1354,1934,30,На складе
Matlab & Simulink. Проектирование мехатронных систем на ПК. Учебное пособие для ВУЗов + CD,Герман-Галкин Сергей Германович,Корона-Принт:Учебное пособие,516,737,30,На складе
10 практических устройств на AVR-микроконтроллерах. Книга 2 (+CD),Кравченко Алексей Владимирович,Корона-Принт,386,551,30,Ограничено
Вычислительная геометрия. Алгоритмы и приложения,Де Берг Марк и др.,ДМК-Пресс,2167,3095,30,На складе
Разработка веб-приложений в ReactJS,"Хортон Адам, Вайс Райан",ДМК-Пресс,1264,1806,30,На складе
Введение в статистическое обучение с примерами на языке R,Джеймс Гарет и др.,ДМК-Пресс,2708,3869,30,На складе
Современное программирование с нуля!,Потопахин Виталий Валерьевич,ДМК-Пресс:Учебное пособие,638,911,30,На складе
Программирование на языке Lua,Иерузалимски Роберту,ДМК-Пресс,1172,1674,30,На складе
Android NDK. Руководство для начинающих,Ретабоуил Сильвен,ДМК-Пресс,1271,1816,30,На складе
Скрапинг веб-сайтов с помощью Python. Сбор данных из современного интернета,Митчелл Райан,ДМК-Пресс,1172,1674,30,На складе
PIC-микроконтроллеры: архитектура и программирование,Предко Майкл,ДМК-Пресс: ,1083,1547,30,На складе
Моделирование антенных устройств в Matlab с использованием пакета расширения Antenna Toolbox,Типикин А. А.,Солон-пресс,433,619,30,На складе
Управление электронными устройствами на С++. Разработка практических приложений,"Катупития Янта, Бентли Ким",ДМК-Пресс,1264,1806,30,На складе
C# 6.0. Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Вильямс,3025,4322,30,На складе
LabVIEW: стиль программирования,Блюм Питер,ДМК-Пресс:LabVIEW,813,1161,30,На складе
Искусство автономного тестирования с примерами на С#,Ошероув Рой,ДМК-Пресс,1445,2064,30,На складе
Графовые базы данных. Новые возможности для работы,Робинсон Ян и др.,ДМК-Пресс,1172,1674,30,На складе
Руководство по микропроцессорному обеспечению,,ДМК-Пресс,1264,1806,30,Ограничено
Программирование компьютерного зрения на языке Python,Солем Ян Эрик,ДМК-Пресс,1264,1806,30,На складе
"UML Проектирование систем реального времени, распределенных и параллельных приложений",Гома Хассан,ДМК-Пресс,1806,2580,30,На складе
"Периферийные устройства: интерфейсы, схемотехника, программирование",Авдеев Вадим Александрович,ДМК-Пресс:Все о радиоэлектронике,1625,2321,30,На складе
R в действии. Анализ и визуализация данных на языке R,Кабаков Роберт И.,ДМК-Пресс,1445,2064,30,На складе
Анализ больших наборов данных,Лесковец Юре и др.,ДМК-Пресс,2167,3095,30,Ограничено
Построение компиляторов,Вирт Никлаус,ДМК-Пресс,725,1035,30,На складе
Современный PHP. Новые возможности и передовой опыт,Локхарт Джош,ДМК-Пресс,1172,1674,30,На складе
MATLAB. Теория и практика,Гилат Амос,ДМК-Пресс,1445,2064,30,На складе
Параллельное программирование на С++ в действии. Практика разработки многопоточных программ,Уильямс Энтони,ДМК-Пресс,1806,2580,30,На складе
Наиболее эффективное использование С++. 35 новых рекомендаций  по улучшению ваших программ,Мейерс Скотт,ДМК-Пресс:Для программистов,902,1289,30,На складе
Введение в надежное и безопасное распределенное программирование,Качина Кристиан и др.,ДМК-Пресс,1806,2580,30,Ограничено
C# 6.0. Карманный справочник,"Албахари Джозеф, Албахари Бен",Вильямс,731,1044,30,На складе
Разработка веб-приложений с использованием Flask на языке Python,Гринберг Мигель,ДМК-Пресс,1172,1674,30,На складе
Python. К вершинам мастерства,Рамальо Лучано,ДМК-Пресс,1806,2580,30,На складе
Введение в ECMAScript 6,Прасти Нараян,ДМК-Пресс,902,1289,30,На складе
Программирование для Windows на С/С++. В 2-х томах. Том 2,Мартынов Николай Николаевич,Бином,280,400,30,На складе
Программирование мобильных устройств на платформе .Net Compact Framework,Самре Иво,Вильямс,934,1334,30,Ограничено
"Разработка приложений для iPhone, iPad и iPod touch с использованием iOS SDK",Марк Дэйв и др.,Вильямс,1210,1728,30,На складе
Silverlight 5 с примерами на C# для профессионалов,Мак-Дональд Мэтью,Вильямс,1453,2075,30,На складе
C# 5.0.Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Вильямс,2001,2858,30,Ограничено
Java EE 7. Основы,Гупта Арун,Вильямс,731,1044,30,Ограничено
Java SE 8. Вводный курс,Хорстманн Кей С.,Вильямс,731,1044,30,Ограничено
Joomla! Для профессионалов,Рамел Дэн,Вильямс,1210,1728,30,На складе
Microsoft Exchange Server 2013. Полное руководство,Моримото Рэнд и др.,Вильямс,2668,3811,30,Ограничено
WinRT. программирование на C# для профессионалов,"Рихтер Джеффри, ван де Боспурт Мартен",Вильямс,1210,1728,30,Ограничено
"Программирование для iOS 7. Основы Objective-C, Xcode и Cocoa",Нойбург Мэтт,Вильямс,969,1384,30,Ограничено
Руководство для программиста на Java. 75 рекомендаций по написанию надежных и защищенных программ,Лонг Фрэд и др.,Вильямс,667,953,30,На складе
ASP.NET MVC 5 с примерами на C# 5.0 для профессионалов,Фримен Адам,Вильямс,4002,5717,30,Ограничено
Java. Библиотека профессионала. Том 2. Расширенные средства программирования,"Хорстманн Кей С., Корнелл Гари",Вильямс,2668,3811,30,Ограничено
Drupal 7. Руководство пользователя,Колисниченко Денис Николаевич,Диалектика,260,371,30,На складе
Joomla 2.5. Руководство пользователя,Колисниченко Денис Николаевич,Диалектика,377,538,30,Ограничено
C# 5.0 и платформа .NET 4.5 для профессионалов,Глинн Джей и др.,Диалектика,1814,2592,30,Ограничено
Расширение библиотеки STL для С++. Наборы и итераторы (+CD),Уилсон Мэтью,BHV,821,1173,30,На складе
Python на практике,Саммерфилд Марк,ДМК-Пресс:Профессиональная серия программиста,1083,1547,30,На складе
Линейное программирование. Руководство к решению задач,Лунгу Константин Никитович,Физматлит,265,378,30,Ограничено
Поисковая адаптация. Теория и практика,Курейчик Виктор Михайлович и др.,Физматлит:Информационные и компьютерные технологии,645,922,30,Ограничено
Методы оптимальных решений. В 2 томах. Том 1. Общие положения. Математическое программирование,"Соколов Александр Валерьевич, Токарев Владислав Васильевич",Физматлит,1581,2259,30,На складе
Методы оптимальных решений. В 2 томах. Том 2. Многокритериальность. Динамика. Неопределенность,Токарев Владислав Васильевич,Физматлит,1502,2145,30,Ограничено
Компьютерное моделирование логических процессов. Архитектура и язык решателя задач,Подколзин Александр Сергеевич,Физматлит,1668,2383,30,Ограничено
Дизайн и эволюция языка С++,Страуструп Бьерн,ДМК-Пресс:Для программистов,992,1417,30,На складе
Программирование в Delphi. Учебник по классическим версиям Delphi (+CD),Архангельский Алексей Яковлевич,Бином: ,1026,1465,30,На складе
Обработка естественного языка на Java,Риз Ричард,ДМК-Пресс,1264,1806,30,На складе
Современное логическое программирование на языке Visual Prolog 7.5. Учебник,Марков В. Н.,BHV:Что вам могут не сказать...,864,1234,30,На складе
Теория вычислений для программистов,Стюарт Том,ДМК-Пресс:Теория программирования,1172,1674,30,На складе
Алгоритмы и структуры данных. Новая версия для Оберона,Вирт Никлаус,ДМК-Пресс:Классика программирования,813,1161,30,На складе
Искусство поиска решения в нестандартной задаче,Потопахин Виталий Валерьевич,ДМК-Пресс:Прикладное программирование,548,783,30,На складе
Программирование на Python для начинающих,МакГрат Майк,Эксмо-Пресс:Программирование для начинающих,600,769,22,На складе
Применение Web-стандартов. CSS и Ajax для больших сайтов,Шмитт Кристофер и др.,Корона-Принт,311,444,30,На складе
Язык Swift. Самоучитель,Харазян Айк Арменович,BHV:Самоучитель,355,507,30,На складе
ATDD. Разработка программного обеспечения через приемочные тесты. Практический подход,Гэртнер Маркус,ДМК-Пресс,992,1417,30,На складе
Читаем Тьюринга. Путешествие по исторической статье Тьюринга о вычислимости и машинах Тьюринга,Петцольд Чарльз,ДМК-Пресс:Классика программирования,1445,2064,30,На складе
Шейдеры и эффекты в Unity. Книга рецептов,Ламмерс Кенни,ДМК-Пресс,992,1417,30,На складе
JavaScript и jQuery. Исчерпывающее руководство,Макфарланд Дэвид,Эксмо:Мировой компьютерный бестселлер,1434,1838,22,Ограничено
MUMPS СУБД. Практика применения и опыт программирования,Каратаев Евгений Анатольевич,Солон-пресс:Библиотека профессионала,1401,2002,30,Ограничено
Полезное программирование. Уникальное руководство,Комлев Николай Юрьевич,Солон-пресс:Библиотека профессионала,850,1214,30,На складе
Visual FoxPro 9.0. Учебный курс,,Корона-Принт,579,827,30,На складе
MATLAB и SIMULINK для радиоинженеров,Дьяконов Владимир Павлович,ДМК-Пресс:Математика и Matlab,2348,3354,30,На складе
Справочник по языку Haskell,Душкин Роман Викторович,ДМК-Пресс: ,1172,1674,30,На складе
Java EE 7 и сервер приложений GlassFish 4,Хеффельфингер Дэвид,ДМК-Пресс,1099,1570,30,На складе
Программирование на ассемблере на платформе x86-64,Аблязов Руслан Зуфярович,ДМК-Пресс,813,1161,30,На складе
Семантический веб,Антониоу Григорис и др.,ДМК-Пресс,1083,1547,30,На складе
Функциональное программирование на языке Haskell,Душкин Роман Викторович,ДМК-Пресс,1264,1806,30,На складе
Программирование на языке Go. Разработка приложений XXI века,Саммерфильд Марк,ДМК-Пресс:Профессиональное программирование,1625,2321,30,На складе
Разработка приложений Java EE 7 в NetBeans 8,Хеффельфингер Дэвид,ДМК-Пресс,1099,1570,30,На складе
Разработка программного обеспечения: управление изменениями,"Белладжио Дэвид, Миллиган Том",ДМК-Пресс: ,788,1126,30,Ограничено
От математики к обобщенному программированию,"Степанов Александр, Роуз Дэниэл Э.",ДМК-Пресс,1083,1547,30,На складе
Изучаем программирование на JavaScript,"Фримен Эрик, Робсон Элизабет",Питер:Head First (O'Reilly),2051,2630,22,На складе
Путь Ruby,"Фултон Хэл, Арко Андрэ",ДМК-Пресс:Профессиональная серия программиста,1806,2580,30,На складе
Программирование на Objective-C,Кочан Стивен,Эком:Библиотека разработчика,1789,2556,30,На складе
Изучаем Spark,Карау Холден и др.,ДМК-Пресс,1172,1674,30,На складе
Статистический анализ и визуализация данных с помощью R,"Мастицкий Сергей Эдуардович, Шитиков Владимир",ДМК-Пресс,1445,2064,30,На складе
LLVM. Инфраструктура для разработки компиляторов,"Кардос Лопес Бруно, Аулер Рафаэль",ДМК-Пресс,1172,1674,30,На складе
OpenGL ES 3.0. Руководство разработчика,"Гинсбург Дэн, Пурномо Будирижанто",ДМК-Пресс,1625,2321,30,На складе
Современный Фортран на практике,Маркус Арьен,ДМК-Пресс,1083,1547,30,Ограничено
Elastix - общайтесь свободно!,Юров Владислав,Эком,1096,1565,30,Ограничено
Постреляционная СУБД Cache 5. Объектно-ориентированная разработка приложений (+CD),Кирстен Вольфганг и др.,Бином,585,836,30,На складе
Квантовые вычисления и функциональное программирование,Душкин Роман Викторович,ДМК-Пресс,638,911,30,На складе
Создание облачных и мобильных приложений на языке F#,Мол Дэниел,ДМК-Пресс:Функциональное программирование,725,1035,30,На складе
OpenGL 4. Язык шейдеров. Книга рецептов,Вольф Дэвид,ДМК-Пресс,1445,2064,30,На складе
Микроконтроллеры AVR семейств Tiny и Mega фирмы ATMEL,Евстифеев А.В.,ДМК-Пресс:Мировая электроника,1083,1547,30,На складе
"Проектирование на ПЛИС. Архитектура, средства и методы. Курс молодого бойца",Максфилд Клайв,ДМК-Пресс:Программируемые системы,1083,1547,30,На складе
Программирование микроконтроллеров ATMEL на языке C (+CD),Прокопенко Вадим Сергеевич,Корона-Принт,824,1177,30,На складе
Семь моделей конкуренции и параллелизма за семь недель,Батчер Пол,ДМК-Пресс,1264,1806,30,На складе
Адаптивные и инвариантные алгоритмы обнаружения объектов на изображениях и их моделирование в Matla,Волков Владимир Юрьевич,Лань,1044,1491,30,На складе
Дневник охотника за ошибками. Путешествие через джунгли проблем безопасности программного обеспеч.,Клейн Тобиас,ДМК-Пресс,902,1289,30,На складе
Введение в UML от создателей языка,Рамбо Джеймс и др.,ДМК-Пресс:Классика программирования,1083,1547,30,На складе
Silverlight 4. Создание насыщенных Web-приложений,Байдачный Сергей Сергеевич,Солон-пресс:Библиотека профессионала,488,697,30,На складе
EJB 3 в действии,Панда Дебу и др.,ДМК-Пресс:Программирование в действии,1806,2580,30,Ограничено
Программирование на Java,"Нимейер Патрик, Леук Дэниэл",Эксмо:Мировой компьютерный бестселлер,1904,2441,22,Ограничено
"Обработка неструктурированных текстов. Поиск, организация и манипулирование",Ингерсолл Грант С. и др.,ДМК-Пресс:Программирование в действии,1354,1934,30,На складе
Жемчужины проектирования алгоритмов. Функциональный подход. С примерами на языке Haskell,Бёрд Ричард,ДМК-Пресс,1083,1547,30,На складе
Асинхронное программирование в C# 5.0,Дэвис Алекс,ДМК-Пресс,462,660,30,На складе
Практика программирования на языке Паскаль. Задачи и решения,Медведик Владимир Иванович,ДМК-Пресс,1264,1806,30,На складе
Методы обработки и распознавания изображений лиц в задачах биометрии,Кухарев Георгий Александрович и др.,Политехника,963,1375,30,На складе
Эффективные технологии создания информационных систем,"Мещеряков Сергей Владимирович, Иванов Владимир Михайлович",Политехника,474,677,30,На складе
Введение в теорию языков программирования,"Довек Жиль, Леви Жан-Жак",ДМК-Пресс,548,783,30,На складе
Spring в действии,Уоллс Крейг,ДМК-Пресс:Программирование в действии,1806,2580,30,На складе
Программирование на языке OCaml,Мински Ярон и др.,ДМК-Пресс:Функциональное программирование,1806,2580,30,На складе
Платформа Windows Azure,"Редкар Теджасви, Тони Гвидичи",ДМК-Пресс,1445,2064,30,На складе
"За пределами ""Linux с нуля"". Версия 7.4. Том 2",,ДМК-Пресс,1445,2064,30,На складе
Расширение библиотеки jQuery,Вуд Кит,ДМК-Пресс,942,1345,30,Ограничено
.NET Сетевое программирование,Кумар Винод и др.,Лори,1099,1570,30,На складе
Редкая профессия,Зуев Евгений Александрович,ДМК-Пресс,548,783,30,На складе
Моделирование электротехнических устройств в MATLAB. SimPowerSystems и Simulink,Черных Илья Викторович,ДМК-Пресс:Проектирование,725,1035,30,На складе
Java. Эффективное программирование,Блох Джошуа,Лори,1163,1661,30,Ограничено
Разработка веб-приложений с использованием AngularJS,"Козловский Павел, Бэкон Дарвин Питер",ДМК-Пресс,1172,1674,30,На складе
Zend Framework 2.0 разработка веб-приложений,Шасанкар Кришна,Питер:Библиотека программиста,455,583,22,Ограничено
"Разработка приложений для Windows Phone. Архитектура, фреймворки, API",Гецманн Патрик и др.,BHV,1231,1759,30,На складе
Основы теории вейвлетов. Вейвлеты в MATLAB,Смоленцев Николай Константинович,ДМК-Пресс:Математика и Matlab,1224,1749,30,Ограничено
Visuai Basic в задачах и примерах,Сафронов Игорь Константинович,BHV:В задачах и примерах,264,377,30,На складе
LabVIEW. Практический курс для инженеров и разработчиков,Магда Юрий Степанович,ДМК-Пресс:Все о LabVIEW,548,783,30,Ограничено
Самоучитель PHP 5/6,"Кузнецов Максим Валерьевич, Симдянов Игорь Вячеславович",BHV:Самоучитель,724,1034,30,Ограничено
Нейронное программирование диалоговых систем,Толкачев Сергей Федорович,Корона-Принт:Для программистов и разработчиков,263,376,30,Ограничено
Программирование для школьников и студентов. Учебное пособие,"Колесов Вадим Владимирович, Романов Максим Николаевич",Феникс:Абитуриент,183,234,22,На складе
jQuery Mobile. Разработка приложений для смартфонов и планшетов,Фиртман Максимилиано,BHV,330,472,30,На складе
"Принципы построения, применения и проектирования компьютерной платформы U-SYS","Росляков Александр Владимирович, Крылов Павел Сергеевич",Солон-пресс:Библиотека студента,319,455,30,На складе
Разработка приложений Java EE 6 в NetBeans 7,Хеффельфингер Дэвид,ДМК-Пресс,1083,1547,30,Ограничено
Курс практического программирования в Delphi. Объектно – ориентированное программирование. Практикум,Санников Е. В.,Солон-пресс:Элективный курс. Профильное обучение,758,1083,30,На складе
MUMPS СУБД Практика применения и опыт программирования,Каратаев Евгений Анатольевич,Солон-пресс:Библиотека профессионала,1131,1616,30,Ограничено
C++ AMP. Построение массивно параллельных программ с помощью Microsoft Visual C++,"Грегори Кейт, Миллер Эйд",ДМК-Пресс,1264,1806,30,Ограничено
Оптимизация производительности приложений для iOS. Для профессионалов,Во Ханг,ДМК-Пресс,864,1234,30,На складе
Изучаем программирование для iPAD. Практич. руководство по созданию приложений для iPAD с ОС iOS 5,"Тэрнер Кирби, Харрингтон Том",ДМК-Пресс,1131,1615,30,Ограничено
Программирование на алгоритмическом языке КуМир,"Анеликова Людмила Александровна, Гусева Ольга Борисовна",Солон-пресс:Элективный курс. Профильное обучение,258,369,30,На складе
Создание web-приложений в Silverlight,Буньон Лоран,ДМК-Пресс,784,1120,30,На складе
С++ для начинающих,Шилдт Герберт,Эком:Шаг за шагом,946,1352,30,На складе
Цифровая обработка сигналов. Моделирование в Simulink,Солонина Алла Ивановна,BHV:Учебное пособие,489,698,30,На складе
XSLT. Сборник рецептов,Мангано Сэл,BHV,890,1271,30,На складе
Средства информатизации. Телекоммуникационные технологии,"Могилев Александр Владимирович, Листрова Людмила Викторовна",BHV:Информатика и ИКТ,290,414,30,Ограничено
iPhone. Разработка приложений с открытым кодом,Здзиарски Джонатан,BHV:Бестселлеры O`Reilly,319,456,30,Ограничено
Профессиональное программирование приложений для iPhone и iPad,Баклин Джин,Эксмо:Мировой компьютерный бестселлер,1026,1316,22,На складе
JavaFX 2.0. Разработка RIA-приложений,Машнин Тимур Сергеевич,BHV:Профессиональное программирование,354,505,30,На складе
Программирование для студентов и школьников на примере Small Basic,Ахметов Ильдар Геннадьевич,BHV:Информатика и ИКТ,187,267,30,На складе
Silverlight. Практическое руководство,Браун Пит,Питер,1332,1708,22,На складе
PHP. Создание динамических страниц,Пауэрс Дэвид,Рид Групп:Веб-технологии,1223,No old price,No discount,На складе
Изучаем Java,"Сьерра Кэтти, Бейтс Берт",Эксмо:Мировой компьютерный бестселлер,1349,1730,22,На складе
Самоучитель Adobe Dreamweaver CS5.5,Дронов Владимир Александрович,BHV:Профессиональное программирование,290,414,30,На складе
Язык программирования Java и среда NetBeans (+DVD),Монахов Вадим Валерьевич,BHV:Мастер решений,608,869,30,На складе
Flex 4. Рецепты программирования,Ноубл Джошуа и др.,BHV:Рецепты программирования,1054,1506,30,На складе
Цифровая обработка сигналов на системном уровне с использованием LabVIEW (+CD),"Кехтарнаваз Насер, Ким Намджин",Додека XXI век,1620,2314,30,Ограничено
1С: Предприятие 8.2. Коротко о главном. Новые возможности версии 8.2 (+CD),Радченко Максим Григорьевич,1С:1С: Предприятие 8.2,293,419,30,На складе
"""1С.Предприятие 8"". Конвертация данных. Обмен данными между прикладными решениями (+CD)","Бояркин В.Э., Филатов А. И.",1С:1С: Предприятие 8,285,407,30,На складе
